mot,nom,count,occ_mot,occ_nom,p_nom_si_mot,p_mot_si_nom,pmi
chenal,Cuny,231,1782,1043,0.12962962962962962,0.2214765100671141,10.288250196905496
rivière,Rousseau,231,4363,4308,0.05294522117808847,0.05362116991643454,6.950147968026477
frais,Nord,230,37259,62683,0.006173005179956521,0.003669256417210408,-0.013291671364307598
chenal,Lacombe,230,1782,4273,0.12906846240179573,0.05382635150947812,8.24748104727247
chenal,Brunet,230,1782,9970,0.12906846240179573,0.023069207622868605,7.025136859668022
prix,Soubeyran,229,56952,3821,0.0040209299058856585,0.05993195498560586,3.4043165793554553
marché,Paul,229,18427,131300,0.012427416291311662,0.0017440974866717441,-0.0705309753145567
avantage,Sens,228,9943,30617,0.022930705018606053,0.007446843257014077,2.913685434745289
prix,Villeneuve,228,56952,4939,0.004003371260008428,0.046163190929337926,3.02773409440232
rivière,Reymond,228,4363,1331,0.05225762090304836,0.17129977460555973,8.625796619407476
port,Del,227,15903,29267,0.014274036345343646,0.007756175897768818,2.294856130726371
lutte,Esprit,227,6409,30501,0.03541894211265408,0.007442378938395462,3.5464022293767314
chenal,Caillaux,227,1782,9005,0.12738496071829405,0.025208217656857303,7.153062524506481
compagnie,Maurice,226,41266,60025,0.005476663597150196,0.003765097875885048,-0.12345667727182232
prix,Roque,226,56952,2289,0.003968253968253968,0.09873307121013543,4.124524548475524
rivière,Nadaud,226,4363,2778,0.05179922071968829,0.08135349172066235,7.5515495395884225
travaux publics,Désir,226,50480,11972,0.0044770206022187,0.018877380554627465,1.911684328578302
chenal,Coreil,226,1782,1157,0.12682379349046016,0.19533275713050993,10.107030411316902
charge,Paul,226,21218,131300,0.010651333773211424,0.0017212490479817212,-0.29302326308773413
chenal,Chabert,226,1782,5245,0.12682379349046016,0.04308865586272641,7.926476502959763
rivière,Pelisse,226,4363,3880,0.05179922071968829,0.05824742268041237,7.069539486495325
chenal,Alfred,225,1782,18660,0.12626262626262627,0.012057877813504822,6.08914442348712
chenal,Cibiel,225,1782,8006,0.12626262626262627,0.028103922058456157,7.309939888838703
rivière,Viette,225,4363,3666,0.05157002062800825,0.06137479541734861,7.144991581831778
prix,Henri,224,56952,59848,0.003933136676499509,0.0037428151316668897,-0.5968131598784645
chenal,Damour,223,1782,1948,0.1251402918069585,0.11447638603696099,9.336146535847167
prix,Dépasse,223,56952,3816,0.0039155780306222784,0.05843815513626834,3.3679017775308155
frais,Esprit,223,37259,30501,0.005985131109262192,0.007311235697190256,0.9813358628893903
transport,Nord,222,11740,62683,0.018909710391822827,0.003541630107046568,1.6017906896797431
prix,Désir,222,56952,11972,0.0038980193847450483,0.018543267624457068,1.7118866364680274
port,Paul,221,15903,131300,0.013896749041061435,0.0016831683168316831,0.09069006226101745
rivière,Loulay,221,4363,3471,0.0506532202612881,0.06367041198501873,7.197968370717413
prix,Pinault,221,56952,2380,0.0038804607388678186,0.09285714285714286,4.036004034812148
travaux publics,Marcel,221,50480,24642,0.00437797147385103,0.008968427887346806,0.8379527563524348
rivière,Frédéric,220,4363,12111,0.05042402016960807,0.018165304268846504,5.388530802477621
prix,Robert,220,56952,14009,0.0038629020929905884,0.015704190163466344,1.4721406915891957
ligne,Del,218,24938,29267,0.008741679364824765,0.007448662315918953,1.5874451473955031
compagnie,Charles,218,41266,86793,0.005282799399020986,0.0025117232956574837,-0.707466508058243
charge,Louis,218,21218,106741,0.010274295409557923,0.0020423267535436243,-0.04626541684452631
frais,Maison,218,37259,11521,0.005850935344480528,0.018921968579116395,2.3532108858333087
charge,Février,216,21218,28173,0.010180035818644547,0.007666915131508891,1.8621670906020187
rivière,Papon,216,4363,2048,0.04950721980288792,0.10546875,7.9260889633180955
eau,Georges,216,14658,93379,0.014735980352026197,0.002313153921117168,0.6669825543813624
rivière,Trouard-Riolle,216,4363,1065,0.04950721980288792,0.2028169014084507,8.869451248204895
exploitation,Louis,216,23160,106741,0.00932642487046632,0.0020235898108505635,-0.1859088179681463
rivière,Versigny,215,4363,1736,0.049278019711207884,0.12384792626728111,8.157843078299608
rivière,Ranson,215,4363,881,0.049278019711207884,0.24404086265607264,9.136396101823674
rivière,Adolphe,215,4363,10680,0.049278019711207884,0.020131086142322098,5.536770284169171
prix,Alfred,214,56952,18660,0.003757550217727209,0.011468381564844587,1.0186529542780485
compagnie,Esprit,213,41266,30501,0.005161634275190229,0.00698337759417724,0.7677809356176628
rivière,Amiard,213,4363,2587,0.04881961952784781,0.08233475067645922,7.568846742695724
chenal,Amable,212,1782,875,0.11896745230078563,0.2422857142857143,10.417805845852712
rivière,Bertrand,211,4363,15496,0.04836121934448774,0.013616417139907072,4.972692411258558
prix,Sarrette,210,56952,1520,0.003687315634218289,0.13815789473684212,4.609237242951197
rivière,Soland,210,4363,4263,0.0481320192528077,0.04926108374384237,6.8277936388568135
chenal,Chanot,209,1782,1556,0.11728395061728394,0.13431876606683804,9.566757385103896
frais,Maurice,209,37259,60025,0.0056093829678735335,0.0034818825489379424,-0.0889118600288662
rivière,Roudier,209,4363,706,0.047902819161127666,0.29603399433427763,9.41503621996433
prix,Ricard,208,56952,9716,0.003652198342463829,0.02140798682585426,1.9191402771212498
chenal,Coureau,208,1782,787,0.11672278338945005,0.26429479034307496,10.54324449064281
rivière,Andrieu,208,4363,5304,0.04767361906944763,0.0392156862745098,6.498776119183131
port,Charles,207,15903,86793,0.013016411997736276,0.0023849849642252254,0.5934907798832222
rivière,Poupin,207,4363,3031,0.04744441897776759,0.06829429231276807,7.299110281869623
rivière,Razimbaud,206,4363,6158,0.047215218886087554,0.03345241961675869,6.269455836293028
rivière,Rotours,206,4363,5705,0.047215218886087554,0.03610867659947414,6.379690817161801
rivière,Pichon,206,4363,3739,0.047215218886087554,0.055094945172506016,6.989265232479676
rivière,Henry,205,4363,35408,0.046986018794407516,0.005789652056032535,3.738893824859061
prix,Loulay,205,56952,3471,0.003599522404832139,0.059060789397868046,3.383191783292822
chenal,Morel,204,1782,19659,0.11447811447811448,0.010376926598504501,5.872547622869403
travaux publics,Millerand,204,50480,14124,0.004041204437400951,0.014443500424808835,1.5254461658731104
rivière,Bois,204,4363,13344,0.04675681870272748,0.015287769784172662,5.139723229681459
frais,Georges,204,37259,93379,0.00547518720309187,0.0021846453699439915,-0.7613802904579322
prix,Alcide,204,56952,1605,0.0035819637589549094,0.12710280373831775,4.488915093577853
prix,Peytral,203,56952,6745,0.0035644051130776793,0.030096367679762787,2.410580522965569
prix,Adolphe,203,56952,10680,0.0035644051130776793,0.01900749063670412,1.7475592242262823
marché,Nord,203,18427,62683,0.011016443262603788,0.003238517620407447,0.822321936237212
chenal,Cadenat,203,1782,6190,0.11391694725028058,0.032794830371567045,7.532636821092754
prix,Barthe,203,56952,13088,0.0035644051130776793,0.01551039119804401,1.4542262178594498
rivière,Robert,203,4363,14009,0.04652761861104744,0.014490684559925762,5.0624710227883165
prix,Fernand,202,56952,32167,0.0035468464672004495,0.006279727671215842,0.14976504502858987
rivière,Sarrette,202,4363,1520,0.04629841851936741,0.13289473684210526,8.259557335575474
prix,Renault,202,56952,5212,0.0035468464672004495,0.03875671527244819,2.775437447799683
charge,Faisant,201,21218,15762,0.009473088886794231,0.012752188808526837,2.5961938704888303
chenal,Debaune,201,1782,3431,0.1127946127946128,0.05858350335179248,8.369662878630479
rivière,Ferréol,200,4363,908,0.045840018336007336,0.22026431718061673,8.988509163638437
rivière,Picard,200,4363,3721,0.045840018336007336,0.05374899220639613,6.953582975803579
travaux publics,Brousse,199,50480,17349,0.003942155309033281,0.011470401752262379,1.1929416627002192
chenal,Crolard,199,1782,3490,0.11167227833894501,0.05702005730659026,8.330637897455839
rivière,Prax-Paris,199,4363,3991,0.0456108182443273,0.04986218992733651,6.845291518187004
rivière,Bachimont,199,4363,5977,0.0456108182443273,0.03329429479672076,6.2626202542726706
chenal,Dariac,199,1782,3662,0.11167227833894501,0.05434188967777171,8.261233142755517
prix,Ténot,199,56952,727,0.0034941705295687595,0.2737276478679505,5.595660400240077
prix,Arthur,198,56952,22927,0.00347661188369153,0.008636105901339033,0.6094439836529222
eau,Pierre,198,14658,64077,0.013507981989357348,0.003090032304883187,1.0847432068100011
port,Février,198,15903,28173,0.01245048104131296,0.0070280055372164835,2.1526259368906673
chemin de fer,Paul,197,13455,131300,0.014641397250092902,0.0015003808073115004,0.1659958777921115
rivière,Armez,197,4363,7893,0.045152418060967224,0.02495882427467376,5.846895246723958
prix,Terme,197,56952,9373,0.0034590532378142996,0.02101781713432199,1.8926039856904842
marché,Maison,197,18427,11521,0.01069083410213274,0.017099210138008854,3.2228461218734776
rivière,Edmond,197,4363,16194,0.045152418060967224,0.012164999382487341,4.8100815184229955
prix,Roure,197,56952,926,0.0034590532378142996,0.21274298056155508,5.232030769812162
transports,Nord,196,13101,62683,0.014960690023662316,0.0031268445990140867,1.2638401389408485
prix,Edmond,196,56952,16194,0.00344149459193707,0.01210324811658639,1.096385415543223
chenal,Cabrol,196,1782,2473,0.10998877665544332,0.07925596441568944,8.805687917734476
économie,Sens,196,10667,30617,0.018374425799193777,0.006401672273573505,2.594103889033187
eau,Charles,196,14658,86793,0.013371537726838587,0.002258246632792967,0.632324343504622
ligne,Faisant,196,24938,15762,0.007859491539016761,0.012434970181449055,2.3267949309807388
concurrence,Nord,195,13428,62683,0.0145218945487042,0.0031108913102436066,1.2208931033791122
rivière,Théron,195,4363,4429,0.04469401787760715,0.044027997290584785,6.665766493018921
tarif,Sens,195,26583,30617,0.007335515178873716,0.006369010680340987,1.2693749187516896
chenal,Robert,195,1782,14009,0.10942760942760943,0.013919623099436076,6.296288556207329
exploitation,Paul,194,23160,131300,0.008376511226252159,0.0014775323686214775,-0.6396359618259563
prix,Ranc,194,56952,806,0.00340637730018261,0.24069478908188585,5.410124147275183
rivière,Soubeyran,194,4363,3821,0.04446481778592711,0.05077204920177964,6.871379760984244
prix,Vaschalde,194,56952,654,0.00340637730018261,0.2966360856269113,5.7116133503050674
rivière,François,193,4363,36902,0.044235617694247074,0.005230068830957672,3.5922471098534468
tarif,Paul,193,26583,131300,0.0072602791257570624,0.00146991622239147,-0.8459604412408369
prix,Fidèle,192,56952,3673,0.00337126000842815,0.0522733460386605,3.207066653605521
chemin de fer,Février,192,13455,28173,0.014269788182831662,0.006815035672452348,2.3493883729983636
exploitation,Jules,191,23160,116598,0.008246977547495682,0.0016381070001200706,-0.4907961020171221
prix,Truelle,191,56952,890,0.00335370136255092,0.21460674157303372,5.244614635798011
travaux publics,Ernest,191,50480,36247,0.003783676703645008,0.005269401605650123,0.07073678341237634
marché,Jules,191,18427,116598,0.010365224941661692,0.0016381070001200706,-0.1609820614155391
tarif,Jules,191,26583,116598,0.00718504307264041,0.0016381070001200706,-0.6896647765129558
prix,Long,191,56952,11819,0.00335370136255092,0.016160419663254082,1.5134558071682673
prix,Simon,191,56952,8795,0.00335370136255092,0.021716884593519045,1.9398082992924477
rivière,Baduel,191,4363,2638,0.043777217510887007,0.07240333586050038,7.383401439938831
prix,Wilson,190,56952,5394,0.0033361427166736903,0.035224323322209865,2.6375631357113667
rivière,Rondeleux,190,4363,1041,0.04354801741920697,0.18251681075888568,8.717302716186158
frais,Maire,189,37259,12664,0.00507259990874688,0.014924194567277322,2.0108017699792837
prix,Regnault,189,56952,3058,0.00331858407079646,0.0618051013734467,3.4487170664762905
travaux publics,Joseph,189,50480,34672,0.0037440570522979397,0.005451084448546377,0.11964091578861445
rivière,Augagneur,189,4363,5023,0.04331881732752693,0.037626916185546484,6.43911032570387
rivière,Basly,188,4363,12369,0.043089617235846894,0.015199288543940497,5.131349066223043
rivière,Vielfaure,188,4363,1345,0.043089617235846894,0.13977695167286244,8.332399855388278
rivière,Bar,188,4363,3572,0.043089617235846894,0.05263157894736842,6.923273947711041
prix,Salomon,188,56952,777,0.0033010254249192304,0.24195624195624196,5.417665396885949
rivière,Asson,188,4363,13969,0.043089617235846894,0.013458372109671416,4.955849187172434
rivière,Baudet,187,4363,5951,0.04286041714416686,0.031423290203327174,6.179179518578151
prix,Toulet,187,56952,591,0.0032834667790420003,0.3164128595600677,5.8047274733261265
chenal,Antonin,187,1782,7446,0.10493827160493827,0.02511415525114155,7.147669157045328
transports,Février,187,13101,28173,0.014273719563392108,0.0066375607851489014,2.3497857861912124
rivière,Barthe,187,4363,13088,0.04286041714416686,0.014287897310513447,5.0421388881005145
prix,Roudier,187,56952,706,0.0032834667790420003,0.26487252124645894,5.548217420232479
rivière,Serph,186,4363,3761,0.04263121705248682,0.04945493219888328,6.833459681222352
marché,Esprit,186,18427,30501,0.010093883974602485,0.006098160716042097,1.7353625154378354
compagnie,Georges,186,41266,93379,0.004507342606504144,0.0019918825431842276,-1.0420114688986577
prix,Reille,186,56952,14889,0.0032659081331647705,0.012492444086238163,1.1420469047057775
rivière,Ricard,186,4363,9716,0.04263121705248682,0.01914368052696583,5.464213497626793
prix,Thévenet,185,56952,1723,0.0032483494872875404,0.1073708647707487,4.245521807907386
prix,Pochon,184,56952,3988,0.0032307908414103102,0.04613841524573721,3.0269595952748394
prix,Leroy,184,56952,18071,0.0032307908414103102,0.010182059653588623,0.8470205668915912
prix,Bernard,184,56952,20923,0.0032307908414103102,0.008794149978492568,0.6356071859373368
frais,Clos,184,37259,5000,0.004938404143965217,0.0368,3.3128544624029557
prix,Viger,184,56952,4762,0.0032307908414103102,0.03863922721545569,2.771057384402701
rivière,Gusman,184,4363,3659,0.042172816869126745,0.05028696365127084,6.857529716872553
rivière,Pons,184,4363,1068,0.042172816869126745,0.17228464419475656,8.634067485524085
rivière,Aldy,184,4363,4910,0.042172816869126745,0.03747454175152749,6.4332561080095845
prix,Terves,184,56952,2401,0.0032307908414103102,0.07663473552686381,3.758989601442619
rivière,Aubriot,184,4363,5476,0.042172816869126745,0.03360116873630387,6.27585668595374
rivière,Salomon,183,4363,777,0.041943616777446714,0.23552123552123552,9.08513051103096
rivière,Alcide,183,4363,1605,0.041943616777446714,0.11401869158878504,8.038543717429004
rivière,Planteau,183,4363,966,0.041943616777446714,0.18944099378881987,8.771021920602896
prix,Soland,183,56952,4263,0.0032132321955330805,0.04292751583391977,2.9228938319361286
rivière,Renault,182,4363,5212,0.04171441668576668,0.03491941673062164,6.331374732785188
rivière,Roure,182,4363,926,0.04171441668576668,0.19654427645788336,8.824127718093086
prix,Turrel,182,56952,4692,0.0031956735496558504,0.03878942881500426,2.7766546757862103
rivière,Reybert,182,4363,1546,0.04171441668576668,0.11772315653298836,8.084671497428475
eau,Del,181,14658,29267,0.012348205757947879,0.006184439812758397,2.085764207524178
ligne,Georges,181,24938,93379,0.0072579998396022135,0.0019383373135287377,-0.35471655852129635
rivière,Talandier,181,4363,1077,0.04148521659408664,0.1680594243268338,8.598244813693626
ligne,Charles,181,24938,86793,0.0072579998396022135,0.002085421635385342,-0.24919711134977668
prix,Silhol,181,56952,640,0.0031781149037786206,0.2828125,5.642765125811866
ligne,Jules,180,24938,116598,0.007217900392974577,0.0015437657592754592,-0.6830823476574053
prix,Rotours,180,56952,5705,0.0031605562579013905,0.03155127081507449,2.4786892587696534
chenal,Coutant,180,1782,4965,0.10101010101010101,0.03625377643504532,7.677299691923143
travaux publics,Long,180,50480,11819,0.0035657686212361333,0.0152297148658939,1.6019146715073862
rivière,Baudry,180,4363,12533,0.0412560165024066,0.014362084097981329,5.049610386812298
travaux publics,Clos,179,50480,5000,0.003545958795562599,0.0358,2.8349853273760224
chenal,Davaine,179,1782,880,0.10044893378226712,0.2034090909090909,10.165480661748802
prix,Serph,179,56952,3761,0.0031429976120241608,0.047593725073118855,3.0717625198399725
chenal,Chappedelaine,179,1782,3571,0.10044893378226712,0.05012601512181462,8.144727956687396
chenal,Albert,179,1782,59044,0.10044893378226712,0.0030316374229388252,4.097337534070194
prix,Rondeleux,179,56952,1041,0.0031429976120241608,0.17195004803073968,4.924908757580861
rivière,Thévenet,178,4363,1723,0.04079761631904653,0.1033081834010447,7.896227905896076
